y_pred,y
2.476712351400244,3.5
1.411975510038134,1.850000023841858
2.2519973271019076,2.799999952316284
1.795854538818198,2.380000114440918
2.5001755625597646,2.4000000953674316
2.753423610983172,3.940000057220459
0.7925384148794669,1.409999966621399
1.9548838373248416,1.5299999713897705
1.3671801405325326,1.6699999570846558
2.3907356605962393,3.700000047683716
2.570961690738219,3.8499999046325684
1.8227280063298412,2.6600000858306885
0.6763302645330823,1.5199999809265137
2.2553519660832544,3.8399999141693115
1.8070741392705654,2.0
0.8871762262510086,1.7899999618530273
3.0906105380609374,3.869999885559082
3.210271900456039,3.069999933242798
2.4517629810602246,2.890000104904175
2.589304036020335,2.549999952316284
2.0605202037344266,2.7300000190734863
3.3708304635590483,4.139999866485596
2.488869381848975,1.399999976158142
2.2857372872385344,4.099999904632568
2.665269319133132,4.199999809265137
1.8091419821533878,2.1700000762939453
0.9769186624210693,1.840000033378601
1.9685800386120142,2.509999990463257
1.789407486565739,2.4000000953674316
2.951004875107591,3.450000047683716
1.2096145568657954,1.399999976158142
2.5700139585329085,3.5999999046325684
1.8502987107146425,3.0999999046325684
2.748406340480591,3.619999885559082
2.0595150861719222,3.619999885559082
2.462990050735789,3.4000000953674316
2.3196486434013552,2.0399999618530273
2.411590133635881,3.059999942779541
1.5377618821422978,2.3499999046325684
1.0365827663175855,-0.7599999904632568
2.67873807804276,3.0999999046325684
2.099113921183581,2.9000000953674316
2.295248778461367,3.299999952316284
2.3693988162761555,2.6600000858306885
0.9710583268897341,2.3299999237060547
1.7282268241913243,1.7000000476837158
1.0264558153932157,1.1100000143051147
2.556051802324158,3.5399999618530273
1.5978043461613982,3.4000000953674316
2.0154345455675107,2.9600000381469727
2.1791769303341564,3.7699999809265137
2.1723795309570364,2.6600000858306885
2.1190589702874476,3.1600000858306885
1.9833587251092593,2.1600000858306885
2.6431976465262204,4.199999809265137
2.024580186303745,0.019999999552965164
0.9342702221868598,2.180000066757202
1.6456559492798395,0.029999999329447746
2.285453344445882,2.859999895095825
1.8669521741707422,2.7200000286102295
0.5960264628231957,0.5
2.4041854484638576,0.6399999856948853
0.5427450225521827,1.4199999570846558
1.3539231370395475,2.299999952316284
1.2059456646073474,0.9200000166893005
2.400152077282953,3.4200000762939453
1.3629577813375477,2.0999999046325684
1.7377295271103461,3.200000047683716
2.318254674416842,3.299999952316284
2.0175606753590665,2.9800000190734863
1.350783584670257,1.600000023841858
1.4812040349571625,1.399999976158142
2.869060115728261,4.070000171661377
2.685441845807611,3.109999895095825
1.2752442524368486,2.5999999046325684
3.143664233457632,3.8499999046325684
1.8196703717808451,4.300000190734863
3.071779188091164,3.75
1.5003323103746515,1.7200000286102295
2.05669687276834,2.809999942779541
1.0429951979838334,1.2599999904632568
0.7653661443149309,0.8999999761581421
1.321283725034804,0.699999988079071
1.8124112495874871,2.5399999618530273
2.1574612301194454,3.299999952316284
0.24965442373495222,0.15000000596046448
2.6862776875341883,2.690000057220459
2.566312436032285,3.200000047683716
1.6738670104727174,1.4900000095367432
2.8068790677244806,3.799999952316284
1.5382679817698839,2.0799999237060547
2.20621399898087,3.5999999046325684
1.8434059710490347,2.299999952316284
0.6860192215468526,1.850000023841858
1.496343038037322,3.299999952316284
2.4427797734184877,4.300000190734863
0.9896425254989815,1.4800000190734863
2.3380573560212503,2.9600000381469727
1.2114866704693577,0.800000011920929
1.8261348790723,2.240000009536743
0.9244406800903111,0.7099999785423279
0.7617851538127887,1.75
2.7161660163742414,3.5999999046325684
1.1723904207101454,1.5
2.5511600875555778,2.9000000953674316
2.4980020748403016,2.9000000953674316
1.7002799405404359,1.5800000429153442
0.22006326092175346,0.05999999865889549
1.3030816139429544,1.7100000381469727
-0.07373359817762652,-0.5099999904632568
0.4634695847370597,1.399999976158142
1.4466626517039438,2.990000009536743
2.273955649204692,2.609999895095825
1.7215328606015734,1.5
2.174235738249353,2.200000047683716
0.01860552804934401,-0.41999998688697815
1.4844616281263663,1.7000000476837158
1.3324414639032565,1.8600000143051147
0.7795014509071139,1.3799999952316284
2.6491231140542606,3.2699999809265137
2.0769266218332367,3.200000047683716
1.1349799954354713,0.8999999761581421
2.1937997401123903,2.7799999713897705
2.510117825209999,3.890000104904175
2.526499560403609,3.7200000286102295
2.137921291343257,2.759999990463257
2.648979254217091,3.4600000381469727
0.8615297326787165,1.590000033378601
2.252417404208372,2.809999942779541
1.6767917941833652,1.7899999618530273
2.5343037490703866,3.0999999046325684
0.5158654620321254,0.5199999809265137
1.954386493793372,2.799999952316284
2.230733329467805,2.309999942779541
0.0402156082717821,0.5199999809265137
0.6079393423803152,1.2100000381469727
1.595305783839844,2.1500000953674316
1.0861080569502857,1.7799999713897705
0.5428880488373264,0.3100000023841858
2.1073615651399615,3.369999885559082
1.1505288567364835,0.6100000143051147
2.14880324167036,3.4000000953674316
1.8078918538856144,3.180000066757202
1.993681086815967,1.8200000524520874
1.6180544165522148,1.7000000476837158
2.0895345615850163,3.369999885559082
1.0502961149497039,2.109999895095825
1.7076939061955327,1.0099999904632568
1.2540991731228563,2.0
1.4916395344021733,1.7300000190734863
2.4029367527444574,2.799999952316284
1.3894013600838333,1.559999942779541
2.0266359692041442,3.0
0.49664784157229797,0.9100000262260437
0.8999688781630263,1.2999999523162842
1.4812307933686024,1.100000023841858
2.4240087224595808,1.7999999523162842
2.9154776448631163,3.4700000286102295
1.8077762115949034,1.7599999904632568
2.005979703789465,1.600000023841858
2.4639701383136847,3.4100000858306885
1.9423891864780485,2.5999999046325684
1.390859723129964,1.6799999475479126
2.519748273248522,3.5399999618530273
2.3436593412275784,3.5999999046325684
1.5634011721919754,2.2799999713897705
1.1388965921049679,1.059999942779541
2.6881104968081453,2.240000009536743
0.1711606597594606,-0.7300000190734863
2.1955410562515194,3.5
0.652282364041161,0.7400000095367432
0.325007034848841,1.5
1.4218095768520917,2.3399999141693115
2.498219536613373,2.549999952316284
1.9034380236817539,2.4000000953674316
2.108170100414018,3.799999952316284
0.8455842083270625,-0.2800000011920929
1.2404012080646694,1.600000023841858
2.1711328705948842,2.009999990463257
0.9384252099737469,1.5199999809265137
0.42039112207455054,-0.2199999988079071
0.367273086098984,-0.20000000298023224
1.7303672223641082,1.2799999713897705
1.0259307167726073,1.7799999713897705
2.822497654826366,3.4000000953674316
1.8819456756075088,2.309999942779541
2.402894213736042,3.5
2.906846162416872,4.099999904632568
1.0207943567069144,1.5499999523162842
1.4253411188825553,1.940000057220459
1.2843616572278744,1.7000000476837158
0.6628204023939455,0.7699999809265137
2.458389839987453,4.199999809265137
-0.16486663607212548,-0.800000011920929
2.0984270962900773,2.2100000381469727
1.4743384563623412,1.9900000095367432
2.675037515965979,3.5
0.9791802074500773,1.350000023841858
1.5545302557868594,2.630000114440918
